LSOA11Code,LikelihoodHousingHazard,LikelihoodHousingDisrepair
W01001560,0.34299999999999997,0.051
W01001561,0.10099999999999999,0.026000000000000002
W01001562,0.302,0.038
W01001563,0.084,0.015
W01001565,0.327,0.040999999999999995
W01001566,0.35200000000000004,0.043
W01001567,0.446,0.067
W01001568,0.389,0.06
W01001569,0.142,0.031
W01001571,0.195,0.032
W01001572,0.048,0.011000000000000001
W01001573,0.162,0.027999999999999997
W01001574,0.053,0.002
W01001575,0.373,0.049
W01001576,0.102,0.017
W01001577,0.067,0.008
W01001578,0.14,0.027999999999999997
W01001579,0.161,0.033
W01001580,0.14300000000000002,0.026000000000000002
W01001581,0.22899999999999998,0.034
W01001582,0.09699999999999999,0.023
W01001588,0.122,0.017
W01001589,0.08,0.013000000000000001
W01001590,0.10099999999999999,0.018000000000000002
W01001583,0.28600000000000003,0.035
W01001584,0.153,0.03
W01001585,0.077,0.013000000000000001
W01001586,0.078,0.011000000000000001
W01001587,0.158,0.035
W01001591,0.042,0.003
W01001592,0.066,0.013000000000000001
W01001593,0.11699999999999999,0.01
W01001594,0.287,0.035
W01001595,0.336,0.042
W01001596,0.183,0.036000000000000004
W01001597,0.146,0.033
W01001598,0.126,0.024
W01001599,0.106,0.016
W01001600,0.139,0.026000000000000002
W01001601,0.138,0.027000000000000003
W01001602,0.19699999999999998,0.042
W01001603,0.256,0.057999999999999996
W01001604,0.153,0.03
W01001605,0.29,0.07200000000000001
W01001606,0.155,0.026000000000000002
W01001607,0.105,0.016
W01001608,0.157,0.039
W01001609,0.085,0.013000000000000001
W01001610,0.122,0.019
W01001611,0.187,0.047
W01001612,0.225,0.053
W01001613,0.228,0.051
W01001614,0.08199999999999999,0.017
W01001615,0.136,0.024
W01001616,0.15,0.028999999999999998
W01001617,0.075,0.008
W01001618,0.083,0.015
W01001619,0.077,0.01
W01001620,0.09699999999999999,0.026000000000000002
W01001621,0.084,0.008
W01001622,0.08800000000000001,0.011000000000000001
W01001623,0.16,0.027999999999999997
W01001624,0.07400000000000001,0.01
W01001625,0.177,0.037000000000000005
W01001626,0.085,0.013999999999999999
W01001627,0.105,0.016
W01001628,0.07,0.012
W01001629,0.146,0.03
W01001630,0.086,0.02
W01001631,0.163,0.028999999999999998
W01001632,0.099,0.021
W01001633,0.086,0.016
W01001634,0.10800000000000001,0.017
W01001635,0.076,0.006999999999999999
W01001636,0.096,0.023
W01001637,0.109,0.019
W01001638,0.105,0.013000000000000001
W01001639,0.046,0.005
W01001640,0.11199999999999999,0.023
W01001641,0.128,0.026000000000000002
W01001642,0.139,0.035
W01001643,0.156,0.033
W01001644,0.218,0.057
W01001645,0.14800000000000002,0.028999999999999998
W01001646,0.10099999999999999,0.012
W01001647,0.135,0.018000000000000002
W01001648,0.157,0.03
W01001649,0.166,0.024
W01001650,0.086,0.011000000000000001
W01001651,0.13699999999999998,0.017
W01001652,0.08,0.016
W01001653,0.138,0.016
W01001654,0.162,0.027999999999999997
W01001655,0.156,0.024
W01001657,0.09300000000000001,0.012
W01001658,0.087,0.015
W01001912,0.08800000000000001,0.006
W01001913,0.105,0.013000000000000001
W01001659,0.21,0.040999999999999995
W01001660,0.193,0.043
W01001661,0.136,0.027999999999999997
W01001662,0.087,0.015
W01001663,0.077,0.013000000000000001
W01001664,0.08800000000000001,0.013999999999999999
W01001665,0.111,0.022000000000000002
W01001666,0.107,0.015
W01001667,0.098,0.013000000000000001
W01001668,0.096,0.016
W01001669,0.043,0.006
W01001670,0.055,0.006
W01001671,0.084,0.013000000000000001
W01001672,0.141,0.028999999999999998
W01001673,0.111,0.017
W01001674,0.122,0.024
W01001681,0.16,0.040999999999999995
W01001682,0.099,0.023
W01001683,0.212,0.04
W01001684,0.325,0.067
W01001675,0.313,0.067
W01001676,0.268,0.062
W01001677,0.231,0.043
W01001678,0.10099999999999999,0.017
W01001679,0.163,0.034
W01001680,0.266,0.057
W01001685,0.275,0.055999999999999994
W01001686,0.25,0.045
W01001687,0.27399999999999997,0.067
W01001688,0.054000000000000006,0.005
W01001689,0.059000000000000004,0.008
W01001690,0.263,0.057999999999999996
W01001691,0.295,0.062
W01001692,0.325,0.071
W01001693,0.254,0.059000000000000004
